topic,business_id,business_name,cluster_sentiment,generated_kp,aspects_terms,coverage,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Friendly and knowledgeable staff.,['staff'],16," Friendly staff, reasonably priced wine by the glass or flights.","Staff is nice as well, nice outdoor area.",We were greeted at the door by very friendly staff and we tried a flight.,"The staff is very friendly, informative and inviting.",Their staff is very friendly and knowledgeable on their wines.,"

The staff is friendly and knowledgeable and the wines are really great.","
Very friendly staff and very accommodating to there customers.",It's so lovely and the owners and all of their staff are so kind.,Great atmosphere and a great staff.,"I'm sure that is welcome news for ownership :)) 
Finally , the people who run Engine 8 Urban Winery  and their staff are of the highest quality and always make you feel like part of their family.","The decor is warm and inviting, plenty of seating, the staff is friendly.","Their Merlot and Pinot Noir are super tasty, and the staff has always been really helpful in pointing us in the right direction.","Great environment, great staff, and great wine."," The wine, the food, the venue, the staff is all top notch.", The staff is friendly and knowledgeable with wonderful suggestions., The owners and staff are very friendly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Friendly and knowledgeable owners.,['owner'],15,The owners Wendi and Mike are great.,"
Love talking with the owner, who is in the know about food, wine, and the economic growth around him.","The owners were so accommodating and Wendy helped us create a perfect space for a birthday party - complete with private patio space, fun games, and patio heaters.",The owners are so knowledgeable and friendly.,Had a great talk with the owner (Wendi Rawson) and tour of their establishment.,"Mike and Wendi, the owners, are AWESOME.","Mike, the owner and maker of the wines, heard we were attending the same concert as he was tonight, so he came out a couple of times to chat.",Great service and great owners.,Engine 8 Winery is a great place to go the owners are friendly and fun in the wine is amazing,The owners are extremely friendly and they actually make their own wine in house.,The owners are extremely friendly and knowledge., The owners and staff are very friendly.,"New favorite spot, the owners are absolutely amazing and the food and wine are the beat in town.",The owners were absolutely awesome and very knowledgeable about their wine.,I will for sure go back for the great wine and friendly owners.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Delicious charcuterie platter.,"['charcuterie', 'charcuterie platter', 'charcuterie plate', 'meat and cheese platter', 'cheese platter', 'charcuterie board', 'cheese and meat plate']",13,"Now they are offering charcuterie and pizzas, which are both very well done.",Went for the open house wine tasting...12 wines...I enjoyed the Pinot noir and the merlot... Did not like the Merbec but perhaps it was in the wrong place in the lineup...fantastic charcuterie!,Went for the open house wine tasting...12 wines...I enjoyed the Pinot noir and the merlot... Did not like the Merbec but perhaps it was in the wrong place in the lineup...fantastic charcuterie around $10.,We ordered a charcuterie platter and enjoyed that very much!,They also have the most adorable and delicious desserts and charcuterie platters ever!,Had a great Flight of Wine and Charcuterie plate at my new favorite place.,They have a scrumptious charcuterie plate and have also just began doing pizza too!, Then we had a great charcuterie plate and the Gluten free /cauliflower crust with three meat toppings.,A meat and cheese platter delivered a delicious pairing.,I've tried their cheese platter and it pairs amazingly with any of their red wines.,You can also sit outside on the patio and order a yummy charcuterie board and or a delicious pizza!,"Paired with their charcuterie board, makes for a great way to down the afternoon.", Delicious light bar snacks as well as cheese and meat plates and a chocolate cake are offered on their menu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Enjoyable live music performances.,"['live entertainment', 'live band', 'live music', 'music', 'dance']",12,"
Certain nights live entertainment is offered, which we have attended and enjoyed.", Lots of live entertainment.,They have a live band that plays every week as well!, Fabulous live music.,"

They also have live music on Saturday nights.",live music often and plenty of parking nearby.,Live music tonight too!, I especially like the live music and dancing on alternate Wednesdays and Thursdays with Gary & Bob alternating with Chris Costa.,"Best service, best wine, best pizza, live music, and lots of twinkly lights.","I absolutely love the atmosphere, the music is amazing and I enjoy the ukuleles and the guitarist.", Small and intimate inside and beautiful patio that extends a good distance for dancing to live music usually on weekends., The music on Saturday nights -  especially when outdoors on the expansive patio - has added another new level of greatness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,No comments provided,"['stranger', 'friend', 'host', 'relax time', 'comfort', 'relax', 'label', 'wine label']",12,"As they MOTTO goes, you come in strangers and leave as friends, We did!!",I really enjoy evenings at Engine 8 with friends.,I headed in with a couple of friends after we completed a workout class nearby and am truly glad I did.,  Great wine and even better hosts in a great Sparks location.,"Good times, good music, great wine and pizza and even better hosts!!",Would definitely recommend to anyone looking for a relaxing time and good vibes!,Absolutely beautiful interior clean and comfortable.,"Always relaxing, comfortable.","It was a super relaxing and covid friendly environment, and we really enjoyed ourselves."," Loved the labels (local art) I think once they get some décor, and more wine it won't seem as cavernous.","

I also love that the labels all have a nod to Nevada, the prices are reasonable and flights are a fun option if you want to try several things.","The wine labels are Nevada themed, they have a Wine Club, and Golden Rotisserie will even deliver your called in order to you while you're enjoying your wine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Convenient location and cozy seating areas.,"['location', 'open bar area', 'seating area', 'portion', 'virginia square area']",8,Great location!!,Great location and I love the outdoor seating option.,"Great location to try something new, the decor is superb and their winemaking is excellent.","Cute wine bar set up and easy location near the Nugget
2.","It wasn't very busy, had great eatery options, an open bar area, and tables for a more formal private setting.",They have several different cozy seating areas  which make you feel very comfortable.,"Huge portions, yummy toasted large pepperoni.","
You have to try this place if you are in the Virginia Square area!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Delicious chocolate desserts.,"['truffle', 'almond', 'dessert', 'tiramisu', 'chocolate cake', 'flourless chocolate cake', ""chocolate lava s'mores cake""]",7,"

The truffles were exceptional, we had one of each and followed them with the almonds which were the perfect combo.","We had to wait a bit for the cheese and meat tray but didn't even really notice because of the entertainment and great weather, they were very apologetic and brought us some truffles for the wait OMG they were so yummy.",They also have the most adorable and delicious desserts and charcuterie platters ever!,"We already had lunch, but we did try the tiramisu.", Delicious light bar snacks as well as cheese and meat plates and a chocolate cake are offered on their menu.,"
My table shared a flourless chocolate cake with our red wine tasting.","Not to mention the delicious pizza and Chocolate Lava S'mores Cake they serve, among other tantalizing menu items.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Wonderful and friendly people.,['people'],6,Once inside it is a wonderful group of people that work here.,With the best atmosphere and wonderful people!,Mike and Wendi are amazing people who wanted to bring a Winery to their hometown., Super friendly and kindest people you will ever meet.,Mike and Wendi are wonderful people to interact with and I always leave feeling like I've visited friends.,"Mike, Wendy, and Nick are all truly amazing people who provide impeccable service with a genuine smile.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Engine 8 is a neighborhood gem.,['engine 8'],5,I love engine 8!,"

Engine 8 is a breath of fresh air in a renovated and quickly growing area of Sparks that I am so excited to revisit.",Still loving Engine 8.,I thoroughly enjoy myself every time I visit Engine 8.,Engine 8 and its owners and employees are true neighborhood gems.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Well-designed and inviting decor.,"['furniture', 'decor']",5,We chose to sit outside and the furniture was comfortable and clean.,The decor is well put together and it has great atmosphere.,"Great location to try something new, the decor is superb and their winemaking is excellent.",They've done a really nice job with the decor - it's open and inviting with fun little touches throughout and always spotless.,"The decor is warm and inviting, plenty of seating, the staff is friendly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Fabulous new addition.,"['interior', 'new addition']",4,A lovely wine tasting venue with a nice interior and pleasant benches on the outisde.,Absolutely beautiful interior clean and comfortable.,What a wonderful new addition.,"This is a terrific , no rather - a fabulous - new addition to the Sparks area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Supportive and wonderful owners.,"['mike and wendi', 'wendi and mike', 'wendy and mike']",4,"Please give them a try , Mike and Wendi are locals, and I love supporting them and their new business.",Mike and Wendi are wonderful and are always checking up on everyone., Love coming here to visit Wendi and Mike!,Wendy and Mike are great folks and deserve our support.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Attentive and friendly server.,['server'],3,Our server was so sweet and attentive.,"

Owner(s) are attentive/engaged and servers are on top of their game.",Friendly servers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Beautiful venue for hosting private parties and live music.,['venue'],3,We had such a wonderful time hosting a private party at this beautiful venue.,"Its a great venue for live music, especially when its outside on the patio."," The wine, the food, the venue, the staff is all top notch.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Discovering new favorites with each wine flight.,"['wine flight', 'flight']",3,"Nice patio, and the wine flights are always changing so we learn about local wines.","

I also love that the labels all have a nod to Nevada, the prices are reasonable and flights are a fun option if you want to try several things.","

We've done their flights a few times and end up finding something new to love each time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Exactly what Sparks needed!,['spark'],3,It's exactly what sparks needs!!!,"Sparks has needed a place like this for a long time, we will most definitely be back!",Definitely what Sparks needed!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Relaxing atmosphere.,"['vibe', 'good vibe']",3,Such a relaxing vibe.,"Relaxing, sociable, great conversations and vibes -- Can't wait to get back to music nights with neighbors and friends -- Love the pizza with a nice glass of red and being in the historic Sparks neighborhood.",Would definitely recommend to anyone looking for a relaxing time and good vibes!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Trying different wines with a flight of 4.,"['flight of wine', 'flight of 4']",3,Had a great Flight of Wine and Charcuterie plate at my new favorite place.,We each ended up doing a flight of wines.,I had a flight of 4 so I could try some different wines.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Will definitely return.,['return'],3,"
We will surely return.",We will return.,We're out of towners but will certainly return every time we're in town.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Everyone loves it.,['love'],2,"Clients love it, we love it.",We love it!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,DKFU7w82t-X2WyF0t-qcMA,Engine 8 Urban Winery,positive,Intention to buy a bottle during the grand opening.,['bottle'],2,"
Buy 3 bottles today and get free movie tickets, like paying for only two bottles.","

We went in here during the grand opening with the intention of buying a bottle to share.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnGTrxEafWd-eVWjYzJe9A,Funky Pirate,negative,Overpriced and weak drinks.,"['drink', 'drink menu', 'specialty grenade drink', 'drink requirement', 'hand grenade drink']",10,"It's an ok place, but like most places on Bourbon street, their ""specialty"" drinks are weak and not worth the money.",Turns out she had poured some red alcoholic liquid into these palmed-sized plastic sharks and then SLAMMED them into our drinks and we watched as our glasses slowly turned a blood red color.,"Minus one point for being overcharged for our drinks two nights in a row (but hey, it's Bourbon Street, they probably figure you can't see straight so you can't tell the difference between one zero or two).",The drinks were ridiculously pricey...I guess it offsets no cover...but still....,"Come here for the big blues man on the stage, don't come for the drinks til they get a new bartender.",Drinks were a little weak and the bartender we had was a little...unpleasant....she just seemed very grumpy.,I docked off a star for their limited drink menu but I'd go here again just for the live music!,"

Minus the shwag and the specialty grenade drink this bar feels like a Deep Ellum bar.", Drink requirement is a little ridiculous and selection is just not good., Be carful of the hand grenade drinks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnGTrxEafWd-eVWjYzJe9A,Funky Pirate,negative,Bad attitude and overwhelmed bartender.,['bartender'],8,Bartender Shane was pretty bad.,Big Al gets a 5 star review... The bartenders get a negative 5.,"From there it was down hill... He didn't want to b there, he made us feel rude when we had to waive at him while he leaned against the back of the bar talking to the other bartender... The nerve we had wanting drinks at a bar.","dont eat here....Bartender has a bad attitude, get a drink n leave.","Come here for the big blues man on the stage, don't come for the drinks til they get a new bartender.","Bar wasn't busy, and the bartender was just irritated."," The night we went, the bartender was alone and was swamped.",Drinks were a little weak and the bartender we had was a little...unpleasant....she just seemed very grumpy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnGTrxEafWd-eVWjYzJe9A,Funky Pirate,negative,Disappointing bar experience.,"['bar', 'bar staff', 'bar scene']",6,"From there it was down hill... He didn't want to b there, he made us feel rude when we had to waive at him while he leaned against the back of the bar talking to the other bartender... The nerve we had wanting drinks at a bar.",Picked this for my first New Orleans bar and I regret it.,"Bar wasn't busy, and the bartender was just irritated.",After going to several bars after I realized how awful this place is., Inexperienced bar staff.,Loud vibrant redneck bar scene.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnGTrxEafWd-eVWjYzJe9A,Funky Pirate,negative,Inconsistent quality of the bands.,"['band', 'blue band']",5, Band was ok but all in all a bad experience.,"The bands tend to be a little pushy with the tip bucket, so tip smaller and more frequently."," We stayed thru three sets of listening to Big Al, the next night we returned but left shortly after the first set as the band was not even up to par with Big Al.","When we were there, we were the only ones so the band wound up having to stop playing early.",Screaming at the blues band (who were in their mid 50s+ and may or may not have F bombed every other sentence ... or maybe that was at another bar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnGTrxEafWd-eVWjYzJe9A,Funky Pirate,negative,Terrible service.,"['service', 'experience']",5,"Refused my service even when they said it was a ""one drink minimum"" and I was willing to pay that amount.",BUT they still refused my service.,"When asked why service was refused,  They responded with, ""because I said so"".",Terrible service., Band was ok but all in all a bad experience.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnGTrxEafWd-eVWjYzJe9A,Funky Pirate,negative,Avoid this place.,['place'],2,"The place is nothing special, but the music acts are.",SKIP THIS PLACE AT ALL COSTS!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnGTrxEafWd-eVWjYzJe9A,Funky Pirate,negative,Brief experience on Bourbon Street.,['bourbon street'],2,Spent 2 minutes on Bourbon Street and that was enough.,"Bourbon street was kind of the drunk frat boy experience, but the Funky Pirate was a very cool place.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnGTrxEafWd-eVWjYzJe9A,Funky Pirate,negative,No comments provided,['bouncer'],2,"I walked in for a second to use the restroom and the bouncers were just ghetto thugs who were not paying attention at all to check my I'd so I just walked straight in I passed another ""bouncer"" who still didn't say anything to me.","As  soon as I got close to the restroom one of the ""bouncers"" grabbed me from behind On my arms very hard and started yelling at me telling me to fucking leave and just wouldn't let go of me.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
