topic,business_id,business_name,cluster_sentiment,generated_kp,aspects_terms,coverage,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
Hotels,1064610,Hilton Garden Inn Montreal Centre-ville,negative,Inconvenient elevator access.,['elevator'],2,And the elevator access to\/from the parking garage is a bit confusing and inconvenient.,And the elevators for the hotel only access the first two levels of the four level garage... plan on having to take the stairs if you wind up parking on levels 3 or 4.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,1064610,Hilton Garden Inn Montreal Centre-ville,negative,Noisy rooms with insufficient soundproofing.,['noise'],2,It is very noisy: the room windows do not have sufficient glazing to keep out street noise and the rooms have very thin walls.,This hotel had several bachelorparties which caused a lot of noise as well.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,1064610,Hilton Garden Inn Montreal Centre-ville,positive,Clean and spacious rooms.,"['room', 'room key', 'washroom', 'exercise room', 'bathroom', 'room service', 'front desk', 'hotel room', 'steam room', 'fitness room']",73,"Was pleased that I did - the rate was competitive for that area of town, the room was a good size, and was clean and comfortable.","The staff was friendly, the room was spacious, and the hotel spotlessly clean.",The level of service and size of rooms is much better.,The rooms were extremely clean.,The room was clean and spacious.,The room was very nice and clean.,The rooms were large and accommodated the four of us quite easily.,"love this place for its warm welcome, dedicated and friendly, the rooms spacious and clean s with wireless internet access and comfortable work area are important assets.","The rooms are great with flat screen TV, small fridge, aqnd WIFI access.","The hotel was clean, the staff was friendly and helpful, the room we got was huge and nice, the bed was confortable and there was enough parking underground.",View of Montreal wasw nice from our room and the room was spacious and the bed soooo comfortable.,"The rooms were spotless and very stylish, the queen beds were incredibly comfortable, our standard room was very large.","we just returned from our weekend in montreal, the first time we have ever visited...the hotel was immaculate, the rooms were spotless, updated, and roomyThe beds and pillows were amazing!.","Rooms are very clean and confortable, and they contain a microwave oven, small refrigerator and a coffee maker.",Great location - speedy check-in - very large room with comfortable bed.,I loved our room.,The room we had was very large and tastefully decorated.,"Best features : Very clean, well appointed rooms, everything new, friendly staff.",The room was also extremely clean and tidy and everything in working order including a microwave oven which was ideal to warm up milk for our infant!,"Finally, at the end of the day, we enjoyed a very quiet and relaxing room - we could barely believe we were downtown.","Very modern facilities throughout, nice clean spacious rooms, free internet everywhere, great restaurant...although breakfast should never cost $17, but it does!","The property has a great location, beds are comfortable and rooms are a nice size.","Rooms are clean, so are the hallways and the fitness center too.","Large, clean rooms, super-comfortable beds, no issues with noise, great climate control system, clean, safe garage.","The room was clean and well lit; the TV modern, the beds comfortable, the staff nice.","Big room, confortable bed, nice view and clean room.","The hotel is brand new, its location is very good, the business center was at hand, staff was nice, wireless internet worked fine, room was spotless.","Rooms are decent size, bright, clean, new, and the beds are really comfortable.","The room was large and the bathroom was spacious, very clean and plenty of towels.","The staff was so helpful and extremly friendly :) We were thrilled with everything in this new hotel, the best parts would have to be: The rooms were huge and the beds were soooooo comfy and it doesn't stop there, the roof top pool and terrace were Amazing, we spent the whole day up on the terrace in the sunshine ;) Not to mention location just a few steps from all the shopping too!!","Rooms were great, food was great and the hotel is central to pretty much anything you want to see or do.","The rooms were clean, the beds extremely comfortable.","The hotel had a little snack store and the rooms have microwaves, which was great for when we returned back late at night and had the munchies.","The rooms were so quiet and peaceful, I spent as much time as possible there, relaxing.",Very friendly welcome and I was quickly in a very spacious and spotless room.,"The room was large, clean and comfy.","The rooms are spacious, well lit and modern.","Friendly Check-In staff, great location, immaculately clean rooms.","Spacious, clean room with well-appointed bathroom.","Other than that, room was very good, we had wifi access, and the swimming pool on the top of the building was pleasant.","Rooms clean and comfortable, but all else will nickel and dime you to death.","The rooms are spacious, clean and have all the amenities you need (safe, coffee maker, iron, wifi, large comfortable beds etc).","First of all the room was really nice, with a good and confortable King size bed.",The room was really clean and a good size.,"The rooms are spacious, well appointed, and comfortable.","The rooms were a good size, and the beds very comfortable.","The rooms are clean and well decorated, food in the restaurant and room service is very good, and the staff are very friendly.",the staff is always very helpful and we loved our room!,The rooms were spacious and the beds amazing we have even contacted the hotel for a contact to buy one for home.,Our room was very nice.,"The rooms are big, the bed is very comfy - one of the best hotel beds i know!!!",The room was lovely and fresh.,Room is clean and large.,"Rooms are clean, roomy and reasonably priced.","The room itself was quite nice, my daughter loved how soft the pillows were and rates all other pillows against these.","The room was well laid out, very clean and welcoming!","Usually stay at Sheraton.. but not any more - clean rooms, Digital temperature control (not at Sherton's high class rooms), flatscreen, Microwave& fridge (bonus), Free internet.","Parking is a bit extra, but your room key allows unlimited in\/out, unlike some other hotels in the area.","You need your room key to activate the elevators, a security feature I like very much.",Washroom was clean and chic.,Like the fenestrated pool overlooking the city and the exercise room for the periods of relaxation!,Clean & spacious bathroom.,Room service were fast and very polite.,"There was wireless internet, magazines with info on things to see and do, and the room service food was yummy.",The food and the restaurant is good and room service very reasonable.,"Thankfully, a nice front desk person gave me personal directions to get to the hotel.","The bartender was willing to banter, the front desk was helpful, the concierge was so wonderful (and quite handsome).",The front desk was very helpful and offered to hold our bags until our room was ready.,Just a quick note on the exceptional service we received at this hotel..the rooms were nice and comfortable...the front desk took care of all our questions....it was in walking distance to many of Montreals night life scenes.,My family found the front desk people just so friendly and helpful.,I would highly recommend this Hilton to anyone looking for a hotel room that will relieve your stress.,The steam room is really the cherry on top of the ice cream.,Great location and very safe - nice fitness room and pool as well (basic - but highquality for holel - large area new machines and EXCELLENT steam room),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,1064610,Hilton Garden Inn Montreal Centre-ville,positive,Great hotel with excellent service.,"['hotel', 'hilton hotel', 'restaurant', 'hilton garden inn', 'hotel restaurant', 'hotel location']",72,This is a great hotel.,I will definitely return to this hotel when the weather is more suitable for a longer walk.,We thought we would try this new hotel out and we're very pleased.,"The staff was friendly, the room was spacious, and the hotel spotlessly clean.","Cost is a little more than hotels on the same block,but this hotel is new,spacious and very bright.","A safe, modern hotel with no quirks.",The hotel was simply great.,"We had never been to this hotel before this weekend, and we do not regret our choice at all!","we just returned from our weekend in montreal, the first time we have ever visited...the hotel was immaculate, the rooms were spotless, updated, and roomyThe beds and pillows were amazing!.",I was extremely pleased to see that this hotel was more than I ever expected.,The hotel is a close walk to other sites in the city.,"The hotel itself was very nice, everything looked clean and new.",I would recommend this hotel to anyone who wants quality for a good price.,I've stayed at this hotel a few times before and each stay has been wonderful.,I would definitely recommend this hotel for business and\/or pleasure!,"The hotel was completely full, yet everything worked flawlessly - no waiting for elevators, efficient room service, etc.",This is definitely one of Hilton standard hotel.,"The hotel is brand new, its location is very good, the business center was at hand, staff was nice, wireless internet worked fine, room was spotless.",I wish all hotels worked like this one.,"My second stay at this hotel, and once again they did not disappoint!","Despite the presence of all the hustle and bustle of the Montreal Grand Prix, the hotel staff were extremely well-organized and the hotel was as quiet and peaceful as it was during my last visit...and no waiting necessary for breakfast in their restaurant.",From the moment we walked in we LOVED this hotel!!!,"I would highly reccommend this hotel, we will definatley be coming back again and again!",I will stay at this hotel on my next trip to Montreal.,"We did alot of reviewing of hotels in the Montreal,down town area and very glad,that we chose this one.",The hotel itself is very up to date and very secure.,"Overall,a great hotel and a great comfortable stay.Would definately stay here again",Unexpected great experreince in hotel and Montreal.,"Strong, free WiFi, easy walking distance to shopping on St. Catherines (5 mins), Starbucks coffee, a microwave and fridge round out the offerings at this hotel.",This hotel was wonderful!,"Overall, a wonderful hotel with wonderful people.","The hotel is a quick walk to the Metro and we were able to use that to get all around town to visit the botanical garden, Jean Talon Market as well as a number of breweries on St. Denis.",Luxury hotel at affordable price The restaurent is great and not expensive compared to everything around.,"I like this hotel, my first time travel to Monteal, stayed for three nights, fair price, and very clean nice room and facilities.",Overall a nice hotel to stay and walkable in summer to all the good places around downtown.,"Other than that, this is a great hotel!","This is a good hotel, well maintained, great service, very very clean.",I can only add to the praise this hotel has received in other reviews.,I highly recommend this hotel.,This hotel was a big surprise.,"Overall, I would suggest this hotel if you are willing to spend $180+ per night.","Overall, a nice, clean hotel.","This is not a glamorous, trendy place; just a great well-managed hotel at a reasonable price.","I travel to Montreal about five times a year for business, and after staying in a bunch of different hotels over the last few years, I've settled on this as my favourite.","I've stopped here twice now, both times during the F1 GP... its a very nice well located hotel.",I would recommend this hotel.,"Even though the hotel was full, we never felt rushed or neglected and always received individual service.",I loved this Hotel.,If you are looking for a Hotel near everything downtown this is the one!!,The hotel is very modern and is kept extremely clean.,I would definitely stay at this hotel if Iâ€™m in Montreal again!,"It is a longer walk to the office I work in, but I like Hilton hotels and as winter was over I gave it a shot.","I stay at a lot of Hilton Hotels, but the Hilton Garden Inn really made me appreciate staying at a Hilton.",Near great shopping and restaurants and most importantly Tim Hortons (lol).,"My only real complaint was the food at the hotel...it wasnt the tastiest, and wasnt good value for the money, i would suggest eating at one of the many restaurants outside of the hotel.","I don't usually eat in hotel restaurants, but the restaurant here has really good food.","Very modern facilities throughout, nice clean spacious rooms, free internet everywhere, great restaurant...although breakfast should never cost $17, but it does!",The restaurant is also very good.,McGill is nearby so there's lots of restaurants and shops.,The food and the restaurant is good and room service very reasonable.,The restaurant was excellent and the service was top notch.,"The hotel is in a great location right downtown, close to lots of restaurants that are within walking distance (even in the cold weather), and about a 15 minute walk to the shopping area.","We had all our meals at the restaurant Circos which all were amazing first time in a hotel where we ate all our meals in the Hotel, the selection and quality exceeded our expectations.",Their own restaurant quality is good.,"The restaurant on the ground floor was excellent, too.",Loved the Hilton Garden Inn.,Being an elite member of several hotel chains I have to say that this Hilton Garden Inn in downtown Montreal is the way above the best!,"5th time visiting montreal, have stayed at 3 different hotel chains but this time we selected the Hilton Garden inn.",Anybody visiting Montreal would be missing a lot if they do not stay at the Hilton Garden Inn.,"If you don't have time to grab a bite out, be sure to visit the hotel restaurant for an amazing meal presented in 5-star fashion all while tantalizing your taste buds.",We finally got to try the hotel restaurant this time and enjoyed our meals.,"The hotel location is aboslutely perfect, it a walking distance from boulevard St Catherine (5-10 min) and Montreal business district, 5-10 min from the boulevard St Laurent were you will find many bars and restaurant, and 5 min to the place des arts district.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,1064610,Hilton Garden Inn Montreal Centre-ville,positive,Great location with easy access to attractions and sights.,"['service', 'facility', 'location', 'comfortable work area', 'customer service', 'restaurant recommendation', 'work area', 'business traveller', 'internet service', 'print facility']",50,The level of service and size of rooms is much better.,"The location sells the hotel, but the staff, cleanliness, and service were all top notch - even above Hilton's generally good standards.",Good services.,The restaurant was excellent and the service was top notch.,"While all have been very good, I have been consistently happy with this facility due to the reasonable rates and 1st class service.",Great service and not over priced for what we had!,The hotel offer great restro in ground floor and soothing pool and work out area on top floor....ameneties and service is top class.,"It was extremely clean, the service was great and I liked the office space in the room.",Just a quick note on the exceptional service we received at this hotel..the rooms were nice and comfortable...the front desk took care of all our questions....it was in walking distance to many of Montreals night life scenes.,"Very clean (though an unfortunate whiff of bathrooms in my room), all staff generally very friendly, helpful and professional, food and drink fine (but pricey), facilities good.","Very modern facilities throughout, nice clean spacious rooms, free internet everywhere, great restaurant...although breakfast should never cost $17, but it does!","This hotel is at an excellent location, right on Rue Sherbrooke Ouest (West).","Good location, close to everything and transit.","But the best part was the location at Sherbrooke street, just a few minutes drive from the Mount Royal Parc, a walk away from downtown Montreal and a drive away from Old Montreal.",The hotel is in a great location !,We found the location just right for us to get to all the sights we wished to visit.,The hotel's location was perfect for walking to almost of all of the city's sights.,Very nice Hilton property in a great central Montreal location.,Great location - speedy check-in - very large room with comfortable bed.,"Besides the convenient location of this elegant, clean hotel, the customer service was impeccable, and the food fresh and delicious.","The location is great, right near the entertainment district, within walking distance of the old port and lots of shopping, restaurants, and other attractions.",The hotel's location is close to most attractions and reasonably priced.,And the location is really fantastic.,"The property has a great location, beds are comfortable and rooms are a nice size.",The location couldn't be better - easy access to both old town and other city attractions (and steps away from the festival).,Downtown location and walkable to every sightseeing spots.,"The hotel is brand new, its location is very good, the business center was at hand, staff was nice, wireless internet worked fine, room was spotless.","Unfortunately, it wasn't The good: the hotel is in a good location.",It's in a great location - close to the metro and a 10 minute walk to the heart of St. Catherines Street.,"The staff was so helpful and extremly friendly :) We were thrilled with everything in this new hotel, the best parts would have to be: The rooms were huge and the beds were soooooo comfy and it doesn't stop there, the roof top pool and terrace were Amazing, we spent the whole day up on the terrace in the sunshine ;) Not to mention location just a few steps from all the shopping too!!","The location is excellent, next to the financial district, entertainment district, and at the foot of McGill's campus.",Location is good.,"The location is great, close to old town, shopping on st. catherine and close to outremont.","Friendly Check-In staff, great location, immaculately clean rooms.",Great location near McGill and Mont Royal.,"The hotel is in a great location right downtown, close to lots of restaurants that are within walking distance (even in the cold weather), and about a 15 minute walk to the shopping area.","Between price, service, quality of accommodations and location, it really is a gem.","Excellent staff, location; can't beat the price for the type of room provided.",The location is good for walking to Vieux-Montreal.,"Location is great; you can easily walk to downtown shopping and restaurants, a quick walk to the metro, and a cheap cab ride anywhere downtown.",we love the location of the hotel cause its central!,"Found the hotel to be in a nice location whereby we can easily access via subway, buses, walking to most places such as St Laurent, old montreal, downtown montreal.",The hotel is in a great location.,Great location and very safe - nice fitness room and pool as well (basic - but highquality for holel - large area new machines and EXCELLENT steam room),"love this place for its warm welcome, dedicated and friendly, the rooms spacious and clean s with wireless internet access and comfortable work area are important assets.",Been to a lot of major centers in North America and this hotel had by far the best customer service exerience across the board in all catagories.,"And, on a separate note, here is a restaurant recommendation (15 min walk from hotel): Mbrgr - very hip, great food, not cheap but probably the most fun place in the city to take your older teens \/ young adults too - and you can enjoy watching their excitement while drinking Mojitos from a $49 pitcher :-)","Very comfortable bed, excellent working area with wireless and cable internet, and a superb Hermann Miller chair.",As a business traveller this hotel had everything I needed.,They have free internet service in your room as well as computer for use in their business centre with printing facilities (all complimentary).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,1064610,Hilton Garden Inn Montreal Centre-ville,positive,Friendly and helpful staff.,"['staff', 'hotel staff', 'reception staff', 'wait staff', 'front desk staff']",48,"Arriving at 8 AM, the staff managed to find us rooms earlier than normal check in.",The staff were friendly and helpful.,"The staff was friendly, the room was spacious, and the hotel spotlessly clean.","Very clean (though an unfortunate whiff of bathrooms in my room), all staff generally very friendly, helpful and professional, food and drink fine (but pricey), facilities good.","All of the staff we encountered spoke French & English, and happily switched between both based on our interaction.",The staff was very helpful even offering a loan umbrella due to the rain outside.,"The staff is great, very friendly and bi-lingual.","The hotel was clean, the staff was friendly and helpful, the room we got was huge and nice, the bed was confortable and there was enough parking underground.",The hotel was spotless and staff was friendly.,"The rooftop pool and fitness room are gorgeous, the bar\/restaurant was elegant, and the staff couldn't have been nicer.",Staff is friendly and helpful.,"Best features : Very clean, well appointed rooms, everything new, friendly staff.",The staff were extremely friendly AND knowledgeable.,Staff were all very friendly and helpful.,The staff was courteous and knowledgable about the city.,"Staff were all exceptionally friendly (It helps when you pull up in a classic Corvette;)) but seriously, staff were really, really great.",The staff is friendly and polite and were very helpful to recommend some great places to visit in the city.,"The room was clean and well lit; the TV modern, the beds comfortable, the staff nice.","The hotel is brand new, its location is very good, the business center was at hand, staff was nice, wireless internet worked fine, room was spotless.",The staff is friendly and helpful.,"The staff was so helpful and extremly friendly :) We were thrilled with everything in this new hotel, the best parts would have to be: The rooms were huge and the beds were soooooo comfy and it doesn't stop there, the roof top pool and terrace were Amazing, we spent the whole day up on the terrace in the sunshine ;) Not to mention location just a few steps from all the shopping too!!","The location sells the hotel, but the staff, cleanliness, and service were all top notch - even above Hilton's generally good standards.",$7 taxi ride to old Montreal:) The staff have a customer centric attitude which came across as genuine.,Staff were friendly and capable throughout our stay.,GREAT STAFF!,"Being a fork lover, I also enjoyed the culinary experience of the cozy restaurant .....excellent food, good variety and courteous professional staff.","Merci, to all the staff!",The staff were very friendly and helpful in suggesting nearby attractions and restaurants.,Staffs were great and very helpful.,The staff are ultra-attentive and are willing to bend over backward for any and all request.,"Excellent staff, location; can't beat the price for the type of room provided.","The rooms are clean and well decorated, food in the restaurant and room service is very good, and the staff are very friendly.",the staff is always very helpful and we loved our room!,"The Hotel was very clean and the staff made us feel right at home, hats off to Lisette at the front desk and Fausto the doorman.","My wife and I stayed at this hotel on the reccomendation of friends, From the moment we arrived to the time we left, the staff was always very attentive to detail and made our stay a very plesant one.","the Breakfast is good value, delicious and very well presented, the staff are polite friendly and very helpful.","Staff were very polite and friendly, and made the extra effort to help us with whatever questions we had.","Staff is super friendly, and helpful!!",Staff was very friendly and accommodating.,All of the staff were great throughout my stay.,I have stayed in a fair number of hotels over the years and the staff at this one are the best I have ever encountered.,The rest of the staff were equally ready to be helpful.,Hotel staff especially the two concierge were very helpful and friendly.,"Despite the presence of all the hustle and bustle of the Montreal Grand Prix, the hotel staff were extremely well-organized and the hotel was as quiet and peaceful as it was during my last visit...and no waiting necessary for breakfast in their restaurant.","Service-wise the hotel staffs were all very nice, friendly and helpful (giving tips on how to get to places within montreal).",The reception staff were very gracious and efficient.,"The food was delicious and the wait staff were very pleasant and seemed genuinely concerned that we enjoyed dinner, which of course we did.","From our checkin, the front desk staff was welcoming and very very helpful!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,1064610,Hilton Garden Inn Montreal Centre-ville,positive,Comfortable beds and good sleep quality.,"['bed', 'sleep', 'roll away bed', 'pillow', 'bed and linen', 'bed bug']",30,The beds were extremely comfortable.,The beds were comfortable.,"The hotel was clean, the staff was friendly and helpful, the room we got was huge and nice, the bed was confortable and there was enough parking underground.",View of Montreal wasw nice from our room and the room was spacious and the bed soooo comfortable.,"The rooms were spotless and very stylish, the queen beds were incredibly comfortable, our standard room was very large.","we just returned from our weekend in montreal, the first time we have ever visited...the hotel was immaculate, the rooms were spotless, updated, and roomyThe beds and pillows were amazing!.",Great location - speedy check-in - very large room with comfortable bed.,"The property has a great location, beds are comfortable and rooms are a nice size.","Large, clean rooms, super-comfortable beds, no issues with noise, great climate control system, clean, safe garage.","The room was clean and well lit; the TV modern, the beds comfortable, the staff nice.","Big room, confortable bed, nice view and clean room.",The bed was comfortable and adjustable.,"Rooms are decent size, bright, clean, new, and the beds are really comfortable.","The staff was so helpful and extremly friendly :) We were thrilled with everything in this new hotel, the best parts would have to be: The rooms were huge and the beds were soooooo comfy and it doesn't stop there, the roof top pool and terrace were Amazing, we spent the whole day up on the terrace in the sunshine ;) Not to mention location just a few steps from all the shopping too!!","The bed was very comfortable, with a note that indicated that even the decorative pillow cover was laundered for every guest - a nice reassurance as I always wonder about these pillows and usually have to stash them in a far corner of the room.","The rooms were clean, the beds extremely comfortable.","Very comfortable bed, excellent working area with wireless and cable internet, and a superb Hermann Miller chair.","Awesome bed, very comfit.",Comfortable bed.,"First of all the room was really nice, with a good and confortable King size bed.","The rooms were a good size, and the beds very comfortable.",The rooms were spacious and the beds amazing we have even contacted the hotel for a contact to buy one for home.,2 queen beds with comfy mattresses and warm duvets.,"The rooms are big, the bed is very comfy - one of the best hotel beds i know!!!",We got a good sleep here -- it was quiet.,"10 gallons of water out of our carpet later, at 1130 at night we finally got some sleep.","Since I use the hotel mostly for sleeping, I find this makes it very attractive.","I traveled with my two teenage sons, so we asked for a roll away bed for my younger son.",Their bed and linens are very comfortable.,"We checked thoroughly for bed bugs and found no trace of them, which is great for a big city.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,1064610,Hilton Garden Inn Montreal Centre-ville,positive,Clean and enjoyable pool area.,"['fenestrate pool', 'pool', 'rooftop pool', 'swimming pool', 'pool towel', 'jacuzzi', 'pool area', 'salt water pool', 'rooftop deck', 'outdoor rooftop deck']",24,Like the fenestrated pool overlooking the city and the exercise room for the periods of relaxation!,The pool guy made sure everything was clean and picked up which made going there pleasant.,"The pool, gym and hot tub on the top floor was fantastic, with a view of the city.","My daughters enjoyed the pool - it is enclosed, but there is plenty of fresh air coming thru sliding doors leading to a roof deck.",We stayed there a few nights after switching from a hotel that had no pool.,"The staff was so helpful and extremly friendly :) We were thrilled with everything in this new hotel, the best parts would have to be: The rooms were huge and the beds were soooooo comfy and it doesn't stop there, the roof top pool and terrace were Amazing, we spent the whole day up on the terrace in the sunshine ;) Not to mention location just a few steps from all the shopping too!!","The pool and ho tub,are on the roof section of the hotel,which is very nice.","The pool was also very clean, not too cold, and the hot tub was the perfect temperature.",We did use the pool and it was clean.,"We also enjoyed the pool and whirlpool, which were located on the roof, offering great views of the city.",Nice pool and rooftop deck.,The pool and gym were great the view was amazing.,Great location and very safe - nice fitness room and pool as well (basic - but highquality for holel - large area new machines and EXCELLENT steam room),"The rooftop pool and fitness room are gorgeous, the bar\/restaurant was elegant, and the staff couldn't have been nicer.",Top floor gym and swimming pool is definitely worth checking.,The swimming pool and jacuzzi were a nice relief at the end of a day of walking.,The in house rooftop gym and swimming pool is quite nice.,"Other than that, room was very good, we had wifi access, and the swimming pool on the top of the building was pleasant.","There is a pleasant swimming pool on the top floor, which was nice.",The hotel provides pool towels in each guest room so there are no piles of dirty towels in the pool area.,The view from the pool area is great since it is on the top floor.,Enjoy the salt water pool!,"In fact, you can see the MontrÃ©al International Fireworks Competition from the rooftop deck.",Their pool is located on the top floor and thereâ€™s even an outdoor rooftop deck where you can lounge and enjoy the scenery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,1064610,Hilton Garden Inn Montreal Centre-ville,positive,No comments provided,"['food', 'microwave', 'refrigerator', 'fridge', 'concierge', 'welcome', 'weekend']",19,"Besides the convenient location of this elegant, clean hotel, the customer service was impeccable, and the food fresh and delicious.","We also had the breakfast buffet in the restaurant one day, it included a huge selection of different foods for under $15, plus a daily special, also included (on the day we went it was a strawberry chocolate crepe).",The food and the restaurant is good and room service very reasonable.,"Rooms were great, food was great and the hotel is central to pretty much anything you want to see or do.","Being a fork lover, I also enjoyed the culinary experience of the cozy restaurant .....excellent food, good variety and courteous professional staff.","The rooms are clean and well decorated, food in the restaurant and room service is very good, and the staff are very friendly.","The food was delicious and the wait staff were very pleasant and seemed genuinely concerned that we enjoyed dinner, which of course we did.","Rooms are very clean and confortable, and they contain a microwave oven, small refrigerator and a coffee maker.",Fridge and microwave added bonus.,The room was also extremely clean and tidy and everything in working order including a microwave oven which was ideal to warm up milk for our infant!,"Usually stay at Sheraton.. but not any more - clean rooms, Digital temperature control (not at Sherton's high class rooms), flatscreen, Microwave& fridge (bonus), Free internet.","I found the front desk staff not to be the friendliest, however, the concierge was unbeleivably friendly and helpful(these guys kno their city!)",Hotel staff especially the two concierge were very helpful and friendly.,"The bartender was willing to banter, the front desk was helpful, the concierge was so wonderful (and quite handsome).","love this place for its warm welcome, dedicated and friendly, the rooms spacious and clean s with wireless internet access and comfortable work area are important assets.",Very friendly welcome and I was quickly in a very spacious and spotless room.,Clean and fresh and very welcoming!,My husband and I stayed here for the weekend in December 2010 while coming to Montreal to celebrate our anniversary.,My family stayed there during the weekend and we had a tremendous time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,1064610,Hilton Garden Inn Montreal Centre-ville,positive,Delicious and satisfying breakfast.,"['breakfast', 'coffee', 'breakfast sandwich', 'breakfast package', 'breakfast buffet', 'meal']",16,The breakfast is a bit pricey but very good.,And the breakfast included in our package was sumptous.,The breakfasts were cooked to order and was so filling that we weren't hungry until mid-afternoon.,The following morning breakfast service was excellent.,"I love the breakfast, variety choices, although you have to pay for it, but worth to do that.",Breakfast was included with my room - and was excellent as well.,"the Breakfast is good value, delicious and very well presented, the staff are polite friendly and very helpful.","Our booking included breakfast, $14 dollars per room extra per night and got full breakfast for 4 - not too shabby (and the breakfast was good...).",The breakfast was absolutely wonderful!,Starbucks coffee is appreciated.,They also sent us to pretty much the best coffee houses I have enjoyed outside of Europe.,Next time run to the Holiday Inn and grab something from their coffee shop - I think they have breakfast sandwiches for $2.99.,We opted for the breakfast package and glad we did.,"We also had the breakfast buffet in the restaurant one day, it included a huge selection of different foods for under $15, plus a daily special, also included (on the day we went it was a strawberry chocolate crepe).","We had all our meals at the restaurant Circos which all were amazing first time in a hotel where we ate all our meals in the Hotel, the selection and quality exceeded our expectations.","Our weekend was punctuated with spa treatments, gym and fitness, shopping and great meals.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,1064610,Hilton Garden Inn Montreal Centre-ville,positive,Affordable and competitive pricing.,"['rate', 'price', 'value']",15,"We found a very good rate for this stay, and would certainly stay here again (if the price is right).",And then getting a good rate through Expedia clinched the deal.,The rate was a very affordable 155$ for a suite per night.,"While all have been very good, I have been consistently happy with this facility due to the reasonable rates and 1st class service.","And, most of all, the price was not prohibitive!","It was pricey, but the reviews made it seem like it's worth it.",I sat at the bar and ordered a martini - special tapas and martini half price menu before 7 pm weekdays.,Of course no choice of liquor brand and smaller quantity but at half price who is counting?,And the price was very competitive.,"Between price, service, quality of accommodations and location, it really is a gem.","Excellent staff, location; can't beat the price for the type of room provided.",It's a touch pricey but overall it's worth it.,"Overall, very good value and good choice for parent and child (quiet, and felt secure there).","The value was definitively really good for Montreal, and I will definitively goes back.",It came for ~ 140 CAD which for location and service was a great value.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
